City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,loango,-4.6719,11.8312,25.81,94,20,1.54,CG,1715044204
366,nuevo imperial,-13.0754,-76.3172,18.69,94,58,1.67,PE,1715044204
367,st. john's,47.5649,-52.7093,3.87,92,100,9.77,CA,1715044204
368,altayskoye,51.9533,85.3325,5.42,65,12,1.53,RU,1715044204
369,ilam,26.9167,87.9167,20.25,69,100,1.71,NP,1715044204
370,lompoc,34.6391,-120.4579,22.1,52,0,7.72,US,1715044078
371,nadym,65.5333,72.5167,-9.46,90,99,2.55,RU,1715044204
372,babayevo,59.3936,35.9371,-3.54,71,91,1.9,RU,1715044204
373,yaren,-0.5472,166.916,29.14,73,9,6.28,NR,1715044204
374,malango,-2.9627,119.9001,24.99,77,100,0.81,ID,1715044204
375,tondano,1.3038,124.9112,25.05,60,98,1.05,ID,1715044204
376,lata,40.1629,-8.3327,11.15,97,0,1.39,PT,1715044204
377,amga,60.8953,131.9608,13.3,47,87,5.32,RU,1715044204
378,berezovyy,51.6667,135.7,11.06,39,6,1.92,RU,1715044205
379,rawson,-43.3002,-65.1023,12.68,43,46,5.64,AR,1715044196
380,argo,37.6333,22.7333,15.54,67,100,2.09,GR,1715044205
381,ryotsu-minato,38.0833,138.4333,15.21,90,100,3.14,JP,1715044205
382,tonning,54.3167,8.95,11.16,94,47,1.83,DE,1715044205
383,kirakira,-10.4544,161.9205,31.49,64,80,4.44,SB,1715044205
384,bellmead,31.594,-97.1089,27.06,77,0,8.23,US,1715044105
385,talpa de allende,20.3833,-104.8167,23.81,44,100,1.04,MX,1715044205
386,geraldton,-28.7667,114.6,15.23,72,0,2.57,AU,1715044206
387,gaiman,-43.2897,-65.4929,14.41,34,99,6.32,AR,1715044206
388,iwon-up,40.3231,128.6553,8.69,93,100,1.58,KP,1715044206
389,wamba,8.9333,8.6,25.42,80,87,1.15,NG,1715044206
390,flying fish cove,-10.4217,105.6791,26.82,83,75,6.17,CX,1715044206
391,lensk,60.7253,114.9278,6.23,83,100,7.07,RU,1715044206
392,chateau-renault,47.5919,0.9114,11.01,99,86,2.48,FR,1715044206
393,kenai,60.5544,-151.2583,7.05,91,100,4.63,US,1715044206
394,falavarjan,32.5553,51.5097,9.56,51,3,1.66,IR,1715044206
395,natal,-5.795,-35.2094,26.36,94,40,1.54,BR,1715043947
396,acarau,-2.8856,-40.12,25.79,82,100,3.6,BR,1715044182
397,dhidhdhoo,6.8833,73.1,29.25,73,100,3.63,MV,1715044067
398,dampit,-8.2116,112.7493,26.54,67,23,2.06,ID,1715044206
399,kulhudhuffushi,6.6221,73.07,29.26,75,100,3.74,MV,1715044207
400,malgrat de mar,41.6466,2.7414,16.73,82,98,1.22,ES,1715044207
401,piti village,13.4626,144.6933,31.49,69,40,5.14,GU,1715044207
402,laguna,38.421,-121.4238,23.04,42,0,4.12,US,1715043997
403,boende,-0.2167,20.8667,24.46,73,100,0.62,CD,1715044207
404,maracaibo,10.6317,-71.6406,27.62,85,75,4.13,VE,1715044207
405,altagracia de orituco,9.8601,-66.3814,26.04,80,100,2.46,VE,1715044207
406,lianhe,47.1333,129.2667,15.52,32,0,0.23,CN,1715044207
407,palmer,42.1584,-72.3287,19.23,78,100,1.2,US,1715044155
408,jinka,5.65,36.65,17.57,89,100,0.82,ET,1715044207
409,lubango,-14.9172,13.4925,14.72,66,51,1.12,AO,1715044038
410,sungai raya,0.7,108.9,29.2,75,43,0.86,ID,1715044207
411,sola,-13.8833,167.55,27.05,74,73,9.42,VU,1715044207
412,chardara,41.2547,67.9692,20.19,62,53,2.6,KZ,1715044208
413,nagqu,31.5,92.0,1.89,56,100,2.85,CN,1715044208
414,carauari,-4.8828,-66.8958,24.17,99,100,1.05,BR,1715044208
415,muriti,-1.9833,32.9167,22.92,77,90,4.0,TZ,1715044208
416,atafu village,-8.5421,-172.5159,30.0,72,10,4.5,TK,1715044208
417,polatli,39.5772,32.1413,7.42,46,0,0.18,TR,1715044208
418,jayapura,-2.5333,140.7,29.66,88,100,0.68,ID,1715044208
419,saint-pierre,-21.3393,55.4781,23.82,73,0,7.72,RE,1715043966
420,viedma,-40.8135,-62.9967,9.71,85,0,3.99,AR,1715044208
421,virginia,37.5481,-77.4467,20.72,94,100,2.06,US,1715044078
422,zhangjiajie,29.1294,110.4783,23.63,75,100,0.77,CN,1715044208
423,turpan,42.9333,89.1667,29.05,23,98,1.21,CN,1715044208
424,altai,46.3722,96.2583,15.5,19,15,4.82,MN,1715044209
425,alo,7.4178,6.7371,26.05,90,100,1.23,NG,1715044209
426,torghay,49.6339,63.4981,10.03,92,58,3.38,KZ,1715044209
427,burang,30.25,81.1667,-1.26,79,66,0.73,CN,1715044209
428,aykhal,66.0,111.5,0.56,97,97,10.21,RU,1715043994
429,nantucket,41.2835,-70.0995,14.49,99,100,4.12,US,1715043918
430,saldanha,-33.0117,17.9442,14.64,91,93,4.78,ZA,1715044006
431,pangody,65.85,74.4859,-11.65,96,80,1.64,RU,1715044209
432,arish,31.1316,33.7984,18.97,66,0,4.65,EG,1715044209
433,inarajan village,13.2736,144.7484,31.54,80,100,5.37,GU,1715044209
434,lagos,6.5833,3.75,27.18,87,100,1.3,NG,1715043994
435,tolanaro,-25.0319,46.9987,22.03,80,0,5.88,MG,1715044209
436,chilliwack,49.1747,-121.9443,12.88,68,95,0.45,CA,1715044209
437,princeville,45.7668,-61.2985,8.75,96,100,2.06,CA,1715044209
438,syktyvkar,61.6764,50.8099,-3.15,68,0,2.0,RU,1715044209
439,santo antonio,-6.3106,-35.4789,23.63,97,88,3.22,BR,1715044210
440,baymak,52.5933,58.3225,3.75,92,7,2.62,RU,1715044116
441,kobayashi,31.9833,130.9833,18.21,73,100,4.42,JP,1715044210
442,kharkhorin,47.1975,102.8238,20.91,17,18,2.27,MN,1715044210
443,sur,22.5667,59.5289,31.48,61,0,4.38,OM,1715044210
444,rakops,-21.0167,24.3333,20.05,32,0,3.62,BW,1715044210
445,porto novo,6.4965,2.6036,27.58,81,29,2.05,BJ,1715044043
446,kingaroy,-26.5333,151.8333,19.43,68,90,6.26,AU,1715044210
447,beau vallon,-20.4189,57.6953,25.13,65,40,6.69,MU,1715044210
448,sirte,31.2089,16.5887,19.0,54,4,4.77,LY,1715044211
449,astrakhan,46.3497,48.0408,6.93,100,0,3.0,RU,1715044211
450,bechar,31.6167,-2.2167,21.33,12,0,1.82,DZ,1715044211
451,prado,-17.3411,-39.2208,24.75,87,2,3.21,BR,1715044211
452,pingzhuang,42.0372,119.2889,15.52,33,100,4.59,CN,1715044211
453,beohari,24.05,81.3833,28.87,40,3,1.97,IN,1715044039
454,cooma,-36.2333,149.1333,13.22,57,0,1.4,AU,1715044211
455,cloverdale,38.8055,-123.0172,20.67,53,100,4.92,US,1715043946
456,lethem,3.3803,-59.7968,24.71,93,100,1.34,GY,1715044211
457,bangkalan,-7.0455,112.7351,26.97,79,6,1.6,ID,1715043930
458,tyukalinsk,55.8732,72.1967,7.29,60,100,6.72,RU,1715044212
459,kapuskasing,49.4169,-82.4331,16.05,39,20,2.57,CA,1715043963
460,nuuk,64.1835,-51.7216,-2.66,74,18,5.14,GL,1715044020
461,caribou,46.8606,-68.012,15.92,66,100,5.14,US,1715044212
462,kourou,5.1552,-52.6478,27.03,94,100,3.0,GF,1715044077
463,gulma,12.6423,4.3555,32.3,45,100,6.44,NG,1715044212
464,olyokminsk,60.3736,120.4264,9.78,89,100,4.76,RU,1715044213
465,namibe,-15.1961,12.1522,22.46,71,10,3.39,AO,1715044213
466,okhotsk,59.3833,143.3,2.95,84,66,2.77,RU,1715044213
467,aleksandrov gay,50.147,48.5704,8.79,76,60,3.67,RU,1715044213
468,chokwe,-24.5333,32.9833,17.26,92,0,2.38,MZ,1715044213
469,tynda,55.1667,124.7167,12.12,60,95,1.9,RU,1715044213
470,brejo santo,-7.4933,-38.9872,24.39,72,100,3.73,BR,1715044213
471,phon charoen,18.0333,103.1667,30.44,74,9,3.26,TH,1715044213
472,el porvenir,13.7617,-87.3458,29.63,74,100,1.82,HN,1715044213
473,antsiranana,-12.2787,49.2917,24.5,77,100,8.15,MG,1715044041
474,nebbi,2.4783,31.0889,20.64,86,100,2.55,UG,1715044161
475,ivdel',60.6911,60.4206,3.44,46,100,3.13,RU,1715044214
476,tagta,41.6504,59.9164,24.71,34,100,5.03,TM,1715044159
477,yuzhno-kurilsk,44.0306,145.8556,5.76,99,100,3.95,RU,1715044005
478,necochea,-38.5473,-58.7368,13.65,65,100,4.56,AR,1715044214
479,fale old settlement,-9.3852,-171.2468,30.12,69,8,4.76,TK,1715044214
480,jawf al maqbabah,13.8378,45.8349,24.12,83,77,0.65,YE,1715044214
481,olonets,60.9847,32.9698,-1.88,83,72,1.68,RU,1715044215
482,mocimboa,-11.3167,40.35,23.32,91,17,3.28,MZ,1715044215
483,maracacume,-2.0428,-45.9592,24.25,97,99,1.13,BR,1715044215
484,hilo,19.7297,-155.09,24.03,88,100,2.06,US,1715043966
485,qorveh,35.1664,47.8045,6.96,84,99,3.21,IR,1715044215
486,black river,18.0264,-77.8487,26.99,83,0,1.53,JM,1715044215
487,medina,24.4686,39.6142,24.24,9,0,0.0,SA,1715044215
488,agadez,19.75,10.25,30.8,14,99,3.64,NE,1715044215
489,boiling springs,35.0465,-81.9818,20.51,87,40,0.0,US,1715044215
490,ulanhot,46.0833,122.0833,18.46,24,30,2.46,CN,1715044215
491,lerwick,60.1545,-1.1494,9.0,95,100,1.88,GB,1715043943
492,santa vitoria,-18.8386,-50.1214,23.45,63,1,2.53,BR,1715044215
493,dryden,49.7833,-92.7503,15.1,56,94,2.39,CA,1715044215
494,labrador city,52.9463,-66.9114,2.88,75,93,3.97,CA,1715044104
495,skikda,36.8762,6.9092,18.39,52,100,2.84,DZ,1715044215
496,kiama,-34.6833,150.8667,17.99,93,87,0.89,AU,1715044215
497,al kharj,24.155,47.3346,28.32,41,0,3.04,SA,1715044145
498,macau,22.2006,113.5461,27.06,89,80,3.6,MO,1715044207
499,liwale,-9.7667,37.9333,19.21,98,29,2.0,TZ,1715044161
500,gounou gaya,9.6294,15.5132,31.54,21,16,2.28,TD,1715044216
501,sao paulo de olivenca,-3.3783,-68.8725,24.29,99,100,0.68,BR,1715044000
502,lospalos,-8.5186,127.0025,25.7,78,99,3.0,TL,1715044216
503,lejanias,3.5251,-74.0216,21.29,97,98,1.46,CO,1715044216
504,portland,45.5234,-122.6762,13.02,69,20,7.2,US,1715044131
505,cannonvale,-20.2833,148.7,23.66,86,100,5.64,AU,1715044216
506,khandyga,62.6667,135.6,8.16,76,37,3.0,RU,1715044216
507,rehoboth,-23.3167,17.0833,17.88,28,5,3.0,NA,1715044217
508,plettenberg bay,-34.0527,23.3716,16.48,61,0,0.48,ZA,1715044044
509,caleta de carquin,-11.0925,-77.6267,19.57,88,84,4.32,PE,1715044217
510,yarmouth,41.7057,-70.2286,15.54,93,75,3.09,US,1715044217
511,mont-laurier,46.5501,-75.4993,16.79,63,5,2.23,CA,1715043964
512,talata mafara,12.5732,6.0597,31.1,44,63,5.29,NG,1715044099
513,chiang klang,19.2938,100.8617,31.55,41,0,1.1,TH,1715044217
514,sweetwater,25.7634,-80.3731,26.67,79,20,6.69,US,1715043835
515,sinabang,2.4803,96.3801,25.63,94,100,1.91,ID,1715044217
516,corumba,-19.0092,-57.6533,25.53,47,10,1.41,BR,1715044050
517,naze,28.3667,129.4833,22.48,70,10,5.98,JP,1715044218
518,miracema do tocantins,-9.5618,-48.3967,27.49,60,100,0.76,BR,1715044218
519,castillos,-34.1667,-53.8333,19.23,99,100,1.61,UY,1715044218
520,prince rupert,54.3161,-130.3201,7.05,93,100,3.6,CA,1715044218
521,inirida,3.8653,-67.9239,23.74,99,100,0.83,CO,1715044218
522,pila,53.1515,16.7378,8.98,86,79,4.02,PL,1715044218
523,shahrud,36.4182,54.9763,16.77,51,99,2.33,IR,1715044218
524,pandan,14.0453,124.1694,29.96,69,9,1.7,PH,1715044219
525,hakha,22.65,93.6167,17.74,75,100,0.46,MM,1715044219
526,axim,4.8699,-2.2405,27.45,84,100,1.62,GH,1715044219
527,dzuunmod,48.2199,97.3744,14.52,25,67,3.02,MN,1715044219
528,lamarque,-39.423,-65.7021,13.04,64,0,4.96,AR,1715044219
529,al qubbah,32.7616,22.2424,12.08,56,0,2.77,LY,1715044219
530,vila velha,-20.3297,-40.2925,22.97,94,40,2.06,BR,1715044127
531,bijie,27.3125,105.2942,14.43,94,100,0.65,CN,1715044219
532,fort bragg,35.139,-79.006,22.32,91,20,3.09,US,1715044019
533,kapa'a,22.0752,-159.319,27.99,83,75,6.69,US,1715044220
534,sandnessjoen,66.0217,12.6316,-0.71,67,23,3.64,NO,1715044220
535,cao bang,22.6667,106.25,22.49,97,99,0.11,VN,1715044220
536,sittwe,20.15,92.9,27.8,60,100,3.62,MM,1715044220
537,hachinohe,40.5,141.5,15.89,93,100,3.21,JP,1715044220
538,antalaha,-14.9003,50.2788,21.77,91,94,2.6,MG,1715044220
539,bahia honda,22.9036,-83.1592,25.79,83,1,4.34,CU,1715043979
540,solhan,38.9634,41.0293,6.07,92,93,2.34,TR,1715044220
541,tazacorte,28.629,-17.9293,22.3,64,0,4.63,ES,1715044220
542,awjilah,29.1081,21.2869,19.92,32,0,2.02,LY,1715044220
543,kiruna,67.8557,20.2251,-3.49,74,100,2.57,SE,1715044221
544,jijel,36.8205,5.7667,19.97,45,40,2.57,DZ,1715043925
545,arrah,25.5667,84.6667,24.94,70,3,7.15,IN,1715044221
546,quelimane,-17.8786,36.8883,20.47,92,1,0.58,MZ,1715044221
547,kanoya,31.3833,130.85,19.54,79,100,5.35,JP,1715043926
548,zhaotong,27.3167,103.7167,14.58,72,100,2.25,CN,1715044221
549,weatherford,32.7593,-97.7972,26.81,81,24,0.89,US,1715043976
550,kita,13.0349,-9.4895,32.37,18,70,1.24,ML,1715044221
551,dorado,18.4588,-66.2677,26.0,98,0,3.81,PR,1715044221
552,shetpe,44.1667,52.1167,12.33,71,100,6.9,KZ,1715044222
553,bratsk,56.1325,101.6142,9.27,59,94,3.22,RU,1715044093
554,gadzhiyevo,69.2551,33.3362,-2.89,62,100,6.8,RU,1715044222
555,minot air force base,48.4209,-101.3391,15.55,88,100,11.83,US,1715044222
556,emerald,-23.5333,148.1667,25.75,48,0,4.43,AU,1715044035
557,rikaze,29.25,88.8833,5.74,69,100,2.54,CN,1715044222
558,palikir - national government center,6.9248,158.1611,30.47,79,100,5.14,FM,1715044222
